sample_id,latitude,longitude,timestamp,year,region,district,mountain_belt,label_landslide,risk_category,susceptibility_score,geotechnical_fs,elevation,slope,aspect,curvature,plan_curvature,profile_curvature,roughness,twi,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_48h,rain_72h,rain_7d,rain_15d,rain_30d,soil_type,soil_depth,lithology,lithology_grade,geomorphology,landcover,lulc_class,ndvi,distance_to_stream_m,flow_accumulation,distance_to_fault_km,sar_coherence_loss,sar_backscatter_diff_db,ndvi_change,population_density,distance_to_road_m,distance_to_bridge_m,distance_to_hospital_m,gsi_susceptibility,data_quality,source_count
SMP-POS-00447,18.90875,73.23972,2023-07-19T22:30:00,2023,Maharashtra,Raigad,Western Ghats,1,CRITICAL,0.905,0.723,470.5379090923288,49.74,273.48,-0.11881954862164473,-0.4497301380695614,-0.4972749184104685,6.235438262627766,9.8,0.9,3.2,15.9,28.7,54.0,90.4,127.4,193.0,401.0,739.7,Basaltic Boulder Colluvium,2.09,Deccan Volcanic Basalt Jointed Columnar,4,Escarpment & Talus Cone,Dense Scrub & Tribal Hamlet,2,0.626,237.8,275.6,5.82,0.773,3.53,-0.45,83.0,2260.9,8819.5,17452.0,Very High,VALID,4
SMP-NEG-02887,11.5771,76.1728,2022-01-15T12:00:00,2022,Kerala,Wayanad,Western Ghats,0,LOW,0.094,2.756,860.0100407752711,9.8,101.44,0.029828161674301943,0.0,0.0,0.7164505583000801,2.47,1.8,5.7,11.3,17.3,40.3,62.3,98.1,183.2,302.7,405.2,Residual Sandy Loam Over Crystalline Rock,0.52,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.85,1736.0,19.2,32.29,0.184,0.39,0.017,133.0,3680.6,2342.7,6709.4,Low,VALID,4
SMP-POS-02962,24.7927,93.61133,2022-06-30T00:30:00,2022,Manipur,Noney,Himalayas,1,HIGH,0.92,0.977,587.1369667890049,35.06,204.76,-0.19659550924945535,-0.26342563708681177,-0.18546689095132457,4.419490085996817,12.6,0.0,0.0,0.0,1.3,3.6,13.1,28.9,46.5,165.2,254.3,Weathered Shale / Siltstone Colluvium,3.0,Disang Group Splintery Shale & Siltstone,5,Ijei River Valley Slope Cut,Railway Yard Infrastructure & Secondary Bamboo,1,0.609,29.5,734.8,4.3,0.977,4.55,-0.301,140.5,124.7,235.3,17084.3,Very High,VALID,4
SMP-NEG-02248,27.54292,88.49992,2023-03-15T12:00:00,2023,Sikkim,Mangan,Himalayas,0,LOW,0.044,2.687,1362.2103431426476,2.35,149.01,-0.05,0.0,0.0,0.2541059292644203,5.65,0.8,1.8,6.9,17.5,34.8,49.9,75.3,118.4,210.6,266.3,Residual Sandy Loam Over Crystalline Rock,1.06,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.849,1880.7,60.4,12.1,0.093,0.38,-0.073,107.0,3804.0,9394.3,22445.5,Low,VALID,4
SMP-NEG-02647,30.78692,79.11892,2019-11-15T12:00:00,2019,Uttarakhand,Rudraprayag,Himalayas,0,LOW,0.076,3.621,3165.1592316701963,4.56,185.3,0.05,0.0,0.0,0.32756088891194673,4.45,4.0,8.7,10.6,25.4,45.8,80.7,106.5,194.2,272.6,354.0,Residual Sandy Loam Over Crystalline Rock,0.66,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.747,1605.1,101.8,15.79,0.123,0.13,-0.05,76.5,5119.0,7943.7,23705.1,Low,VALID,4
SMP-NEG-02952,11.5561,76.1518,2017-03-15T12:00:00,2017,Kerala,Wayanad,Western Ghats,0,LOW,0.22,4.264,623.8191741572127,9.8,181.82,0.008677982130613254,0.0,0.0,0.606482700422192,4.19,1.8,4.6,5.8,17.3,29.6,52.9,63.4,90.2,149.1,324.8,Residual Sandy Loam Over Crystalline Rock,1.11,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.875,1731.6,11.5,23.92,0.114,0.98,-0.018,29.0,2736.4,11750.9,6730.4,Low,VALID,4
SMP-POS-01453,31.54712,78.12598,2021-08-11T11:45:00,2021,Himachal Pradesh,Kinnaur,Himalayas,1,HIGH,0.829,1.188,2124.3558157455245,54.49,188.89,-0.5675530709967831,-0.3374257114038004,-0.2708988688815078,5.91501093092017,8.17,0.0,0.0,0.0,1.9,1.9,3.2,7.0,13.8,65.0,154.3,Jointed Quartzite & Gneiss Boulders,2.07,Wangtu Gneissic Complex with Intense Jointing,3,Steep Valley Gorge of Sutlej River,National Highway NH-05 Cut & Sparse Pine,2,0.502,27.7,161.3,1.57,0.928,3.63,-0.228,75.0,2.0,1034.5,13253.3,Very High,VALID,4
SMP-POS-02964,23.72811,92.71515,2024-05-28T06:00:00,2024,Mizoram,Aizawl,Himalayas,1,CRITICAL,0.893,0.775,1081.7301933144263,48.62,103.77,-0.0652669958329552,-0.24965846075075201,-0.10104540233536399,6.178260342243113,5.8,0.0,0.4,2.0,16.1,68.2,91.2,112.3,160.0,177.7,241.8,Sandstone & Siltstone Weathered Overburden,2.03,Surma Group Sandstone & Shale Intercalations,5,Anticlinal Ridge Flank & Stone Quarry Cut,Quarry Site & Peri-Urban Hill Settlement,3,0.486,102.8,911.6,5.33,0.898,3.41,-0.528,854.0,72.1,1583.9,4857.0,High,VALID,4
SMP-NEG-01752,31.48513,78.06113,2021-01-15T12:00:00,2021,Himachal Pradesh,Kinnaur,Himalayas,0,LOW,0.174,4.501,1672.3438947441857,2.1,312.71,0.04047979333079584,0.0,0.0,0.2,4.38,1.9,3.9,10.2,19.4,43.3,61.3,80.7,145.0,213.4,264.9,Residual Sandy Loam Over Crystalline Rock,0.92,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.791,823.2,37.2,39.27,0.107,0.92,0.035,105.9,3435.9,8820.0,27142.7,Low,VALID,4
SMP-POS-00446,19.16281,73.69482,2014-07-30T03:00:00,2014,Maharashtra,Pune,Western Ghats,1,CRITICAL,0.943,0.763,784.6895042190745,39.46,213.79,-0.2770668186554227,-0.2071778035427733,-0.20217388867014247,4.735428474252743,11.71,1.3,2.8,5.5,18.0,64.0,145.0,193.6,281.5,552.9,700.8,Weathered Basalt & Clayey Silt,1.99,Deccan Trap Basaltic Lava Flows (Amygdaloidal Basalt),4,Terraced Basaltic Ridge,Agricultural Paddy Terraces & Slope Cuts,2,0.634,75.3,370.1,12.36,0.787,3.11,-0.347,182.8,65.0,2178.9,16324.3,High,VALID,4
SMP-NEG-01958,30.66129,78.99329,2022-11-15T12:00:00,2022,Uttarakhand,Rudraprayag,Himalayas,0,LOW,0.052,2.913,2922.8739264753635,1.5,162.68,-0.005671161427981564,0.0,0.0,0.2,4.18,0.7,5.3,9.6,20.6,34.2,61.4,96.2,175.6,266.9,425.9,Residual Sandy Loam Over Crystalline Rock,0.59,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.736,3068.1,94.1,17.05,0.149,0.03,0.009,118.5,1902.7,5277.6,6824.3,Low,VALID,4
SMP-NEG-00061,31.04357,77.07757,2017-12-15T12:00:00,2017,Himachal Pradesh,Shimla,Himalayas,0,LOW,0.045,2.485,1511.1315222034486,9.8,142.45,0.05,0.0,0.0,0.5441439612115425,4.51,1.8,5.7,15.0,28.9,50.8,70.9,115.6,146.7,218.3,338.5,Residual Sandy Loam Over Crystalline Rock,1.18,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.761,2406.0,27.4,27.36,0.109,-0.78,0.015,97.2,4030.2,3355.2,19699.7,Low,VALID,4
SMP-POS-01767,27.57741,88.5398,2023-10-04T01:30:00,2023,Sikkim,Mangan,Himalayas,1,HIGH,0.946,0.968,1815.3224585856733,33.34,125.33,0.2251971850227069,-0.007687249223030462,-0.30958191773884264,3.799960024664156,7.79,0.1,0.7,3.2,9.3,12.6,15.5,15.6,16.9,71.1,94.2,Glacio-Fluvial Gravel & Schist Bedrock,4.21,Daling Group Chlorite-Sericite Schist & Gneiss,4,Confluence Terrace & Deep Fluvial Gorge,Township & Hydroelectric Dam Infrastructure,3,0.463,5.0,473.2,0.83,0.985,5.74,-0.268,427.2,16.5,82.1,11726.3,Very High,VALID,4
SMP-POS-02992,10.16118,77.01334,2020-08-06T22:45:00,2020,Kerala,Idukki,Western Ghats,1,CRITICAL,0.904,0.403,1739.6896883502432,48.27,282.15,0.015250971484329634,-0.06418479582456563,-0.3942501141234764,5.598360052646531,10.52,1.7,5.7,19.8,46.1,101.7,179.0,251.8,459.5,557.6,787.8,Saprolite / Residual Clay Over Granite,3.72,Granitic Gneiss with Heavy Weathering Shell,5,Denudational Hill Slope,Tea Estate Line Quarters & Montane Grassland,2,0.508,129.9,1130.7,3.7,0.835,3.4,-0.264,272.8,62.0,923.9,14942.7,Very High,VALID,4
SMP-POS-00972,31.54385,78.11788,2021-08-11T11:45:00,2021,Himachal Pradesh,Kinnaur,Himalayas,1,CRITICAL,0.782,0.693,2262.096273237477,57.27,183.97,-0.452801702642704,-0.514423588288748,-0.1948720154545811,7.642451327395838,10.01,0.0,0.0,0.0,1.8,1.8,2.9,6.4,12.6,59.3,140.7,Jointed Quartzite & Gneiss Boulders,5.17,Wangtu Gneissic Complex with Intense Jointing,2,Steep Valley Gorge of Sutlej River,National Highway NH-05 Cut & Sparse Pine,1,0.507,42.9,469.4,1.82,0.921,4.27,-0.278,65.9,2.0,1511.6,11938.5,Very High,VALID,4
SMP-POS-00530,31.54194,78.1212,2021-08-11T11:45:00,2021,Himachal Pradesh,Kinnaur,Himalayas,1,HIGH,0.819,1.172,2190.967265299496,60.4,142.03,-0.43222237416770226,-0.10613447963411232,-0.26606136840574324,7.020674120298872,7.48,0.0,0.0,0.0,2.1,2.1,3.4,7.5,14.7,69.1,164.2,Jointed Quartzite & Gneiss Boulders,2.31,Wangtu Gneissic Complex with Intense Jointing,3,Steep Valley Gorge of Sutlej River,National Highway NH-05 Cut & Sparse Pine,3,0.425,75.7,1258.1,1.63,0.848,4.65,-0.493,74.6,2.0,1447.8,12776.9,Very High,VALID,4
SMP-NEG-00076,24.85893,93.68793,2023-12-15T12:00:00,2023,Manipur,Noney,Himalayas,0,LOW,0.219,2.467,58.24475111018535,5.62,349.58,0.0009482368434469709,0.0,0.0,0.46597766244795086,3.77,0.0,5.4,7.2,18.4,41.9,53.3,71.7,108.2,146.0,314.3,Residual Sandy Loam Over Crystalline Rock,1.08,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.738,2773.8,56.3,33.13,0.102,0.54,0.054,113.6,4212.6,9483.6,31773.8,Low,VALID,4
SMP-NEG-02761,18.99515,73.31615,2018-03-15T12:00:00,2018,Maharashtra,Raigad,Western Ghats,0,LOW,0.098,2.418,148.66746920976266,3.37,9.28,0.0027059478046243947,0.0,0.0,0.2770051805579088,4.77,0.3,1.1,6.4,15.1,32.2,47.5,84.0,104.2,157.2,238.2,Residual Sandy Loam Over Crystalline Rock,0.49,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.729,2773.5,27.6,22.48,0.087,0.38,0.013,59.4,2197.0,7618.8,19830.0,Low,VALID,4
SMP-NEG-01573,23.6905,92.6805,2016-11-15T12:00:00,2016,Mizoram,Aizawl,Himalayas,0,LOW,0.237,2.258,430.68586520939357,2.71,2.9,-0.010552596154609777,0.0,0.0,0.2,2.45,2.6,3.6,12.3,15.5,28.7,56.8,81.4,126.3,211.6,372.1,Residual Sandy Loam Over Crystalline Rock,0.95,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.687,2308.1,233.3,27.24,0.104,0.01,-0.015,109.1,2205.4,7738.3,5031.7,Low,VALID,4
SMP-POS-00111,30.38188,79.73188,2021-02-07T10:00:00,2021,Uttarakhand,Chamoli,Himalayas,1,CRITICAL,0.819,0.898,5514.335818607318,55.56,358.85,-0.26498717635777735,-0.38887159414667605,-0.23400410780862863,6.3316785811294,9.41,0.0,0.0,0.0,0.0,0.0,0.0,5.3,15.1,15.1,15.1,Massive Migmatite / Quartzite & Hanging Glacier Ice,3.0,Higher Himalayan Crystallines (Vaikrita Group Gneiss),2,Glaciated Cirque Wall & Deep V-Shaped Gorge,Permafrost / Bare Rock & Alpine Meadow,3,0.604,10.9,1222.9,1.25,0.874,7.23,-0.366,33.8,1955.1,2269.6,29478.9,Very High,VALID,4
SMP-POS-00226,18.92176,73.23813,2023-07-19T22:30:00,2023,Maharashtra,Raigad,Western Ghats,1,HIGH,0.796,0.978,755.8474379365432,47.63,247.02,-0.6184221647294381,-0.23378349141983526,-0.39612958829764827,5.703052355771881,6.25,1.2,4.2,20.9,37.6,71.0,118.7,167.4,253.5,526.9,971.9,Basaltic Boulder Colluvium,3.24,Deccan Volcanic Basalt Jointed Columnar,3,Escarpment & Talus Cone,Dense Scrub & Tribal Hamlet,3,0.537,161.7,358.1,4.84,0.878,3.43,-0.254,59.0,2914.4,3131.8,13802.9,Very High,VALID,4
SMP-NEG-00734,14.28474,74.50274,2019-01-15T12:00:00,2019,Karnataka,Uttara Kannada,Western Ghats,0,LOW,0.119,2.19,30.0,4.05,114.69,0.0310171996443985,0.0,0.0,0.22661876423207805,5.11,2.6,3.5,12.7,15.1,39.3,69.0,87.8,176.8,247.1,401.7,Residual Sandy Loam Over Crystalline Rock,1.15,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.764,2303.1,79.1,29.59,0.153,-0.13,-0.003,69.5,1317.5,4069.5,6431.9,Low,VALID,4
SMP-NEG-01254,14.3059,74.5239,2021-11-15T12:00:00,2021,Karnataka,Uttara Kannada,Western Ghats,0,LOW,0.175,3.764,30.0,4.82,77.39,-0.009192388792817205,0.0,0.0,0.6037894547971951,5.33,3.4,8.5,17.1,22.3,38.1,62.7,89.3,111.1,174.5,242.8,Residual Sandy Loam Over Crystalline Rock,0.41,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.676,2749.3,83.8,27.42,0.136,-0.36,0.026,66.1,5030.3,5387.3,12594.2,Low,VALID,4
SMP-NEG-02433,10.1966,77.0506,2023-11-15T12:00:00,2023,Kerala,Idukki,Western Ghats,0,LOW,0.157,2.205,932.989117518951,4.37,149.91,-0.03093662158057564,0.0,0.0,0.35140723045813665,2.2,3.5,8.4,11.4,25.4,40.9,61.8,89.8,113.7,195.7,254.7,Residual Sandy Loam Over Crystalline Rock,0.52,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.864,3281.0,15.1,30.53,0.126,-0.37,0.044,32.5,417.9,11993.6,28855.0,Low,VALID,4
SMP-NEG-00945,31.04509,77.07909,2018-11-15T12:00:00,2018,Himachal Pradesh,Shimla,Himalayas,0,LOW,0.105,1.876,1512.6703649976662,9.66,84.62,0.02447627213789293,0.0,0.0,0.8516334965549542,4.36,0.8,4.7,14.2,24.4,47.0,78.4,88.6,114.0,193.7,354.9,Residual Sandy Loam Over Crystalline Rock,0.71,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.854,1459.4,45.1,19.98,0.158,0.83,-0.038,50.7,2790.3,5938.2,18383.4,Low,VALID,4
SMP-NEG-00299,23.69612,92.68612,2021-03-15T12:00:00,2021,Mizoram,Aizawl,Himalayas,0,LOW,0.068,3.342,478.2694152047982,6.3,229.96,-0.014032063170242366,0.0,0.0,0.4241126781293276,5.32,0.4,4.3,10.8,20.7,42.2,53.4,64.3,100.5,140.4,289.6,Residual Sandy Loam Over Crystalline Rock,0.46,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.734,3180.2,158.0,21.25,0.167,-0.33,-0.001,110.6,3728.3,3005.3,5477.2,Low,VALID,4
SMP-NEG-00917,30.36469,79.71469,2021-01-15T12:00:00,2021,Uttarakhand,Chamoli,Himalayas,0,LOW,0.232,2.497,3500.0,5.68,220.7,0.011190777249414481,0.0,0.0,0.28181949582265264,4.17,0.0,2.0,10.4,12.8,31.6,40.8,67.5,117.1,231.4,323.0,Residual Sandy Loam Over Crystalline Rock,0.83,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.793,1263.1,28.5,18.59,0.101,-0.12,-0.009,27.6,988.8,2096.5,21945.3,Low,VALID,4
SMP-POS-02331,19.16899,73.6761,2014-07-30T03:00:00,2014,Maharashtra,Pune,Western Ghats,1,HIGH,0.866,0.92,850.3724452198707,26.62,191.67,0.19646965221393575,-0.3873913938729823,-0.4896403269111133,3.756018696497144,10.83,1.5,3.2,6.2,20.3,72.2,163.6,218.3,317.5,623.5,790.3,Weathered Basalt & Clayey Silt,4.41,Deccan Trap Basaltic Lava Flows (Amygdaloidal Basalt),5,Terraced Basaltic Ridge,Agricultural Paddy Terraces & Slope Cuts,1,0.634,90.9,1208.1,11.53,0.776,2.6,-0.288,248.7,27.8,3479.5,16800.9,High,VALID,4
SMP-NEG-01541,30.43506,79.78506,2017-01-15T12:00:00,2017,Uttarakhand,Chamoli,Himalayas,0,LOW,0.135,4.664,3500.0,1.5,296.3,0.004128268293077521,0.0,0.0,0.3799545919804943,3.64,3.9,9.4,12.3,18.6,31.1,60.3,82.0,148.8,238.0,361.6,Residual Sandy Loam Over Crystalline Rock,0.9,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.702,830.1,36.6,26.06,0.152,0.06,0.038,27.1,3317.0,2745.8,25418.5,Low,VALID,4
SMP-POS-00238,19.15771,73.6891,2014-07-30T03:00:00,2014,Maharashtra,Pune,Western Ghats,1,HIGH,0.816,1.048,594.8727427634515,27.02,220.11,-0.012246061878249892,-0.5525057930597752,-0.5661410262661852,3.032659576349322,9.54,1.2,2.6,5.2,16.8,59.9,135.7,181.2,263.5,517.5,656.0,Weathered Basalt & Clayey Silt,4.89,Deccan Trap Basaltic Lava Flows (Amygdaloidal Basalt),5,Terraced Basaltic Ridge,Agricultural Paddy Terraces & Slope Cuts,3,0.327,89.9,564.9,7.58,0.664,3.02,-0.325,238.9,115.5,3046.8,13375.3,High,VALID,4
SMP-NEG-01793,27.63863,88.59563,2021-02-15T12:00:00,2021,Sikkim,Mangan,Himalayas,0,LOW,0.06,3.272,1337.8361042168135,1.5,181.47,-0.028654188736725605,0.0,0.0,0.20447951931648156,4.68,1.6,5.8,12.1,24.2,44.2,62.4,72.5,158.1,236.2,415.1,Residual Sandy Loam Over Crystalline Rock,0.47,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.824,2045.0,12.8,22.04,0.183,0.3,0.03,37.3,5969.8,10485.2,33984.7,Low,VALID,4
SMP-NEG-02056,10.11628,76.97028,2019-03-15T12:00:00,2019,Kerala,Idukki,Western Ghats,0,LOW,0.164,2.843,1269.372167095854,7.85,286.1,0.025065636181642703,0.0,0.0,0.5558799807682234,3.76,2.9,4.3,7.4,13.7,36.9,48.1,90.3,129.6,216.7,294.4,Residual Sandy Loam Over Crystalline Rock,0.52,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.701,1816.4,117.7,11.48,0.071,-0.01,0.001,70.2,5093.1,3980.2,26616.4,Low,VALID,4
SMP-POS-01193,31.53971,78.12432,2021-08-11T11:45:00,2021,Himachal Pradesh,Kinnaur,Himalayas,1,CRITICAL,0.846,0.718,2188.6146545313586,56.62,168.03,-0.15002410212471218,-0.4758976285684754,-0.2038678993169799,6.724511351533274,8.27,0.0,0.0,0.0,2.1,2.1,3.4,7.5,14.8,69.5,165.0,Jointed Quartzite & Gneiss Boulders,4.84,Wangtu Gneissic Complex with Intense Jointing,2,Steep Valley Gorge of Sutlej River,National Highway NH-05 Cut & Sparse Pine,1,0.542,45.7,854.0,1.85,0.873,4.0,-0.234,69.0,2.0,1679.4,9997.4,Very High,VALID,4
SMP-POS-01445,10.16361,77.01013,2020-08-06T22:45:00,2020,Kerala,Idukki,Western Ghats,1,CRITICAL,0.874,0.834,1669.6910860088649,40.5,234.82,-0.2825901281154165,-0.2528510020614251,-0.17856943769989664,4.5148103532042265,8.66,2.0,6.7,23.4,54.7,120.5,212.2,298.5,544.8,661.1,934.0,Saprolite / Residual Clay Over Granite,1.81,Granitic Gneiss with Heavy Weathering Shell,5,Denudational Hill Slope,Tea Estate Line Quarters & Montane Grassland,1,0.355,45.3,1431.6,4.94,0.752,3.66,-0.488,135.8,78.9,952.0,15299.8,Very High,VALID,4
SMP-POS-00011,24.78614,93.62072,2022-06-30T00:30:00,2022,Manipur,Noney,Himalayas,1,HIGH,0.912,1.114,655.8920167308949,31.71,188.1,-0.29588535260450627,0.2278071914784925,0.0686827516641067,4.0542318121542085,9.23,0.0,0.0,0.0,1.5,3.9,14.3,31.5,50.7,180.0,277.1,Weathered Shale / Siltstone Colluvium,2.72,Disang Group Splintery Shale & Siltstone,5,Ijei River Valley Slope Cut,Railway Yard Infrastructure & Secondary Bamboo,2,0.348,12.8,1599.3,5.52,0.928,4.93,-0.444,79.8,148.9,167.0,16403.0,Very High,VALID,4
SMP-NEG-02626,23.6551,92.6451,2019-02-15T12:00:00,2019,Mizoram,Aizawl,Himalayas,0,LOW,0.18,2.872,622.6029349028604,7.08,293.41,0.005802849112652255,0.0,0.0,0.5292465468360821,4.11,0.3,5.3,8.6,22.0,30.9,45.0,77.1,157.6,273.7,395.5,Residual Sandy Loam Over Crystalline Rock,0.65,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.768,2293.7,58.9,43.78,0.163,-0.94,-0.014,110.0,4300.1,11803.8,6812.7,Low,VALID,4
SMP-NEG-00612,11.59455,76.19025,2019-01-15T12:00:00,2019,Kerala,Wayanad,Western Ghats,0,LOW,0.082,2.093,866.8687086406562,3.32,140.04,0.05,0.0,0.0,0.2,4.87,3.2,8.3,11.2,15.1,24.2,56.2,78.0,108.7,228.7,300.6,Residual Sandy Loam Over Crystalline Rock,0.49,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.842,3012.4,61.9,18.18,0.148,0.07,0.06,17.1,2019.1,4199.7,30698.1,Low,VALID,4
SMP-NEG-00422,14.43595,74.65395,2022-11-15T12:00:00,2022,Karnataka,Uttara Kannada,Western Ghats,0,LOW,0.19,4.125,30.0,5.99,56.01,0.022354156307669706,0.0,0.0,0.44504771034882373,2.2,1.7,4.4,13.9,17.9,25.9,44.4,82.5,162.2,266.5,392.2,Residual Sandy Loam Over Crystalline Rock,1.09,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.694,2235.7,35.9,18.1,0.164,-1.0,-0.002,59.0,822.9,4885.7,4116.8,Low,VALID,4
SMP-NEG-00133,11.35941,76.25441,2016-02-15T12:00:00,2016,Kerala,Malappuram,Western Ghats,0,LOW,0.089,3.975,30.0,8.68,23.21,0.02556919152345426,0.0,0.0,0.6207753606277324,5.35,3.9,5.5,13.0,21.9,29.3,62.3,92.9,119.3,183.8,333.2,Residual Sandy Loam Over Crystalline Rock,0.89,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.701,2143.7,34.0,27.51,0.109,0.67,0.017,41.5,2078.3,6358.3,29949.2,Low,VALID,4
SMP-POS-00444,10.15621,77.01133,2020-08-06T22:45:00,2020,Kerala,Idukki,Western Ghats,1,CRITICAL,0.913,0.468,1530.3007246938666,36.76,246.71,-0.3414488288654811,-0.42092492835101314,-0.3913983667650463,4.43479097741498,11.42,1.8,6.0,21.0,48.9,107.8,189.8,267.0,487.2,591.3,835.3,Saprolite / Residual Clay Over Granite,4.52,Granitic Gneiss with Heavy Weathering Shell,5,Denudational Hill Slope,Tea Estate Line Quarters & Montane Grassland,2,0.489,56.9,303.1,5.0,0.779,3.59,-0.396,256.9,59.7,715.7,13258.9,Very High,VALID,4
SMP-POS-02532,31.5446,78.1222,2021-08-11T11:45:00,2021,Himachal Pradesh,Kinnaur,Himalayas,1,HIGH,0.889,1.095,2250.5542814028345,51.85,160.72,-0.5565836602032221,-0.044006070044586676,-0.31912947970593514,6.004891892625996,9.21,0.0,0.0,0.0,2.1,2.1,3.4,7.5,14.8,69.7,165.6,Jointed Quartzite & Gneiss Boulders,2.22,Wangtu Gneissic Complex with Intense Jointing,2,Steep Valley Gorge of Sutlej River,National Highway NH-05 Cut & Sparse Pine,3,0.602,75.3,466.1,1.5,0.842,4.47,-0.376,67.0,2.0,712.3,10421.3,Very High,VALID,4
SMP-NEG-01075,31.17751,77.21151,2016-02-15T12:00:00,2016,Himachal Pradesh,Shimla,Himalayas,0,LOW,0.106,4.544,1493.129662204137,1.58,353.94,-0.008813702108238534,0.0,0.0,0.2,2.83,3.4,6.8,14.5,28.5,51.2,61.8,88.8,153.1,224.8,312.5,Residual Sandy Loam Over Crystalline Rock,1.13,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.857,3001.8,186.1,35.49,0.154,0.99,0.019,128.8,2491.4,6374.1,29368.3,Low,VALID,4
SMP-POS-02355,10.15829,77.01375,2020-08-06T22:45:00,2020,Kerala,Idukki,Western Ghats,1,CRITICAL,0.84,0.377,1632.223619905828,40.49,277.54,-0.6069350741881907,-0.4271527876825191,-0.3346890027028969,4.76286222856614,11.79,1.9,6.5,22.7,52.9,116.6,205.1,288.6,526.7,639.3,903.1,Saprolite / Residual Clay Over Granite,4.0,Granitic Gneiss with Heavy Weathering Shell,5,Denudational Hill Slope,Tea Estate Line Quarters & Montane Grassland,2,0.397,120.8,265.2,2.97,0.83,2.71,-0.372,181.0,37.7,418.3,13116.6,Very High,VALID,4
SMP-POS-00637,23.71948,92.70981,2024-05-28T06:00:00,2024,Mizoram,Aizawl,Himalayas,1,HIGH,0.927,1.054,960.20750504338,45.73,113.97,-0.13440235602057807,-0.11718275424595559,-0.5935542681310514,5.9025733233605155,9.71,0.0,0.4,2.0,16.0,68.0,91.0,112.1,159.6,177.3,241.2,Sandstone & Siltstone Weathered Overburden,2.84,Surma Group Sandstone & Shale Intercalations,3,Anticlinal Ridge Flank & Stone Quarry Cut,Quarry Site & Peri-Urban Hill Settlement,3,0.483,150.9,192.0,4.75,0.925,4.16,-0.318,862.8,52.8,1530.3,5600.8,High,VALID,4
SMP-NEG-00921,24.76712,93.59612,2016-11-15T12:00:00,2016,Manipur,Noney,Himalayas,0,LOW,0.235,3.556,43.29668783300764,5.68,12.71,0.05,0.0,0.0,0.3003909303831991,4.48,2.4,7.8,15.8,25.2,35.4,49.9,89.0,134.8,220.1,385.2,Residual Sandy Loam Over Crystalline Rock,0.69,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.812,2875.1,20.5,10.87,0.088,0.41,0.049,75.9,4992.1,10902.5,15903.1,Low,VALID,4
